,State,cycle,AreaNumber,alpha,beta
1066,MN,2000,2,80.989672143452367,114.88461655520769
1067,MN,2000,3,26.996331835414608,47.012158241895349
1068,MN,2000,4,112.40043225361109,58.186511192403742
1069,MN,2000,5,150.52927404279569,53.748276619359494
1070,MN,2000,6,65.347393000451106,82.467770339184042
1071,MN,2000,7,67.102602470203934,33.39466712014778
1072,MN,2000,8,32.276215522024359,18.540335329598754
1073,MN,2010,1,148.8271687378751,126.34389532063041
1074,MN,2010,2,108.5877184956488,131.13115557775663
1075,MN,2010,3,141.44777383707776,204.14307296914944
1076,MN,2010,4,272.7153976249125,148.7584067978481
1077,MN,2010,5,335.47043479701802,111.80148330337967
1078,MN,2010,6,38.860055733015173,54.957903180732785
1079,MN,2010,7,81.876742839071653,62.438596551106677
1080,MN,2010,8,213.18858880853918,198.16787573495492
1081,MS,1970,1,83.143411405510946,44.608438933510016
1082,MS,1970,2,61.378785876708221,31.695719696041916
1083,MS,1970,3,36.411898691078136,2.6541668939510785
1084,MS,1970,4,10.260307489719917,18.903945996073091
1085,MS,1970,5,8.3721221595737365,19.52046613817383
1086,MS,1980,1,58.861390723896335,24.679686921185777
1087,MS,1980,2,9.9144894511444139,6.6546532341095732
1088,MS,1980,3,92.731869097753147,11.674626419076263
1089,MS,1980,4,15.525721377342084,9.0080533422096174
1090,MS,1980,5,1.5272129854580929,2.6954836253949779
1091,MS,1990,1,8.7564164534495514,14.540360725690087
1092,MS,1990,2,40.123154958813537,20.751781838827497
1093,MS,1990,3,4.094264838381191,3.6696491975014744
1094,MS,1990,4,10.801663578052866,7.5420391355213399
1095,MS,1990,5,19.041960314044406,8.554757962843512
1096,MS,2000,1,11.942601552625803,17.787175792607005
1097,MS,2000,2,68.276861489445935,41.624026886589284
1098,MS,2000,3,75.49753871218509,140.3671933082725
1099,MS,2000,4,13.217631165861311,5.9399589348653894
1100,MS,2010,1,52.760252689949731,110.92421536861326
1101,MS,2010,2,347.66529005017799,155.7413102523839
1102,MS,2010,3,134.68769491028081,310.18449227868047
1103,MS,2010,4,85.774684699154889,210.67701818206839
1104,MO,1970,1,77.182652638381697,37.634747504211752
1105,MO,1970,2,43.200416737502465,29.66508099528431
1106,MO,1970,3,31.917765481575259,11.441762843374919
1107,MO,1970,4,31.717488304152766,17.571902285578453
1108,MO,1970,5,65.776366472571354,28.867324748537349
1109,MO,1970,6,5.4024305033776105,5.4975570916268417
1110,MO,1970,7,26.921226255231058,42.836473548206513
1111,MO,1970,8,17.332266898852406,11.16903982374467
1112,MO,1970,9,28.765401833665923,16.183172060246431
1113,MO,1970,10,16.387363255022859,9.2759090264279802
1114,MO,1980,1,75.858332157935422,37.689933425730814
1115,MO,1980,2,21.715951480542572,23.578849950886422
1116,MO,1980,3,34.099534270891482,17.004424886107458
1117,MO,1980,4,46.088797366744323,25.936672105922405
1118,MO,1980,5,53.839261420733031,27.298656241366068
1119,MO,1980,6,45.805309028617536,62.307210716103661
1120,MO,1980,7,18.040514890705456,25.480302749424155
1121,MO,1980,8,42.59059514033251,57.117046590186838
1122,MO,1980,9,52.954644178786708,36.351263770927247
1123,MO,1990,1,66.432528218967477,26.303926667778395
1124,MO,1990,2,18.917746798415752,30.94340785473365
1125,MO,1990,3,96.573634637569512,63.398309181705422
1126,MO,1990,4,115.49908354586741,52.433918736359892
1127,MO,1990,5,50.069784998408807,26.493674293678993
1128,MO,1990,6,20.542926029756615,12.358496042307452
1129,MO,1990,7,17.33270070484825,36.28381927334501
1130,MO,1990,8,34.446338686175501,67.942796922145789
1131,MO,1990,9,28.367005694163208,33.728546309248806
1132,MO,2000,1,147.95174903123211,49.686770666980671
1133,MO,2000,2,57.331251442234432,112.50809045503617
1134,MO,2000,3,34.147232543956122,22.500210931722137
1135,MO,2000,4,25.422659325533633,14.450603131898301
1136,MO,2000,5,54.775571889684031,33.750001994513468
1137,MO,2000,6,63.9943321889508,117.19557516403798
1138,MO,2000,7,41.568539257110622,101.78119819933345
1139,MO,2000,8,59.751907194920278,156.05136622262575
1140,MO,2000,9,24.30764917173185,40.42737683530968
1141,MO,2010,1,222.56549294332368,58.269582040500516
1142,MO,2010,2,119.0495569167403,202.59759732786182
1143,MO,2010,3,84.529916715395316,191.99992995201683
1144,MO,2010,4,50.321012549853393,110.17663020305021
1145,MO,2010,5,116.25307638146751,81.680372384186143
1146,MO,2010,6,120.35333291322173,265.75447306598392
1147,MO,2010,7,121.12146799759402,270.8270803706049
1148,MO,2010,8,91.432323686210324,271.72335223028966
1149,MT,1970,1,28.976895263228243,21.641748485691856
1150,MT,1970,2,8.6265811144311559,7.4573399843827053
1151,MT,1980,1,108.16877837187174,64.935034510664124
1152,MT,1980,2,37.649390583339866,53.172752330244897
1153,MT,1990,1,72.346336276728806,76.283195777167634
1154,MT,2000,1,66.741181871765775,122.09728839390993
1155,MT,2010,1,216.09869204381837,288.01217559195175
1156,NE,1970,1,9.8778907226850556,18.759550241979952
1157,NE,1970,2,25.205954939487764,28.875758812618059
1158,NE,1970,3,4.8454358142163985,12.275767069495428
1159,NE,1980,1,27.065773118918603,60.444939552423747
1160,NE,1980,2,20.824848165257297,24.768120558429111
1161,NE,1980,3,6.0529804759515047,14.783442961746429
1162,NE,1990,1,27.709442008436817,55.794558751984745
1163,NE,1990,2,19.714731072676518,27.566457292113274
1164,NE,1990,3,19.590274801622243,69.060877589346887
1165,NE,2000,1,23.713436479066893,41.898915320257963
1166,NE,2000,2,37.214479152549558,53.984666891943078
1167,NE,2000,3,4.5976427209246831,13.990545175619937
1168,NE,2010,1,158.42524977955705,350.21108489019184
1169,NE,2010,2,257.93812803732771,256.7497208965998
1170,NE,2010,3,112.67172097329569,333.52039952109567
1171,NV,1970,1,10.165629216913715,4.6957087446563408
1172,NV,1980,1,66.555488223397631,44.658669960176432
1173,NV,1980,2,25.501735385111068,42.006077831603726
1174,NV,1990,1,54.096317384441797,49.081184353622653
1175,NV,1990,2,26.395580945552474,44.922911562202948
1176,NV,2000,1,55.405029009109832,29.758589119016825
1177,NV,2000,2,10.732498255587126,19.784728593722729
1178,NV,2000,3,48.436781839841402,55.047566358483408
1179,NV,2010,1,129.2581779059982,69.472610642282234
1180,NV,2010,2,58.585351313872984,105.34580412134403
1181,NV,2010,3,51.150806361865989,63.406816618299558
1182,NV,2010,4,176.0877128037211,164.67470500516004
1183,NH,1970,1,7.607870196149376,6.3824610541450237
1184,NH,1970,2,37.874105203931386,70.119779669920888
1185,NH,1980,1,35.771292668926939,44.059471098276788
1186,NH,1980,2,7.7893787373864338,14.62443793263607
1187,NH,1990,1,21.295882656629431,31.350390322089844
1188,NH,1990,2,25.462123616784552,26.618079937584753
1189,NH,2000,1,30.469455620961511,37.315694752878045
1190,NH,2000,2,29.401990892163717,31.377319854711438
1191,NH,2010,1,229.39426422704059,226.60242526533244
1192,NH,2010,2,268.70945397986088,235.56923136264751
1193,NJ,1970,1,11.925835100162541,5.8468905874261523
1194,NJ,1970,2,12.903010029834736,10.238106565571492
1195,NJ,1970,3,28.11956181117128,20.011127537696673
1196,NJ,1970,4,18.041616366416608,12.395200542720907
1197,NJ,1970,5,10.994514277149863,22.693171468003907
1198,NJ,1970,6,41.774035077565799,60.397421387822263
1199,NJ,1970,7,34.089209675152091,33.831125024631234
1200,NJ,1970,8,49.790529514551309,21.016167023365639
1201,NJ,1970,9,14.9771212211138,14.921536124337669
1202,NJ,1970,10,53.615800689813426,9.9763699506805938
1203,NJ,1970,11,50.430428074320197,25.099692480519046
1204,NJ,1970,12,16.380832801848911,40.527661211634559
1205,NJ,1970,13,12.183169663767083,14.635561378796
1206,NJ,1970,14,15.268132754192623,7.1050309687861546
1207,NJ,1970,15,22.152539158826379,15.173989863595766
1208,NJ,1980,1,31.945617335839689,13.936464568552365
1209,NJ,1980,2,109.54100282807576,53.74661971110033
1210,NJ,1980,3,58.279091978030785,46.078489617235086
1211,NJ,1980,4,38.394236386655876,60.913198957189763
1212,NJ,1980,5,25.491653819072265,69.054515130517359
1213,NJ,1980,6,33.791190450930856,20.795562615507194
1214,NJ,1980,7,9.9978840517376497,25.91841877574695
1215,NJ,1980,8,92.217604666566587,48.392636396592735
1216,NJ,1980,9,37.058236200058651,23.311598584742434
1217,NJ,1980,10,108.55811426500973,20.576946410098497
1218,NJ,1980,11,7.3769488375098735,10.660629545375725
1219,NJ,1980,12,58.437777715534899,117.07160196062078
1220,NJ,1980,13,44.595488303944471,76.588815866776585
1221,NJ,1980,14,78.134590663975374,32.21675796647385
1222,NJ,1990,1,85.502379549005482,28.337162059469733
1223,NJ,1990,2,12.818898890895502,19.92338264503784
1224,NJ,1990,3,50.155306230323937,87.328688052216648
1225,NJ,1990,4,69.79423813138844,131.26076800662412
1226,NJ,1990,5,26.075271572865859,66.901500339403
1227,NJ,1990,6,53.713818335936864,33.895238579925135
1228,NJ,1990,7,79.851010323197031,101.9524655239173
1229,NJ,1990,8,28.426414738892714,21.127612225246612
1230,NJ,1990,9,69.835377691121636,40.456756044462722
1231,NJ,1990,10,50.595363402604185,9.8246529781766121
1232,NJ,1990,11,55.911530142687631,133.60222868448849
1233,NJ,1990,12,15.361032917295786,20.751613070955131
1234,NJ,1990,13,41.477108494542527,12.086577244615059
1235,NJ,2000,1,83.09926404081682,33.088841007570046
1236,NJ,2000,2,43.586846199572072,83.886045761692671
1237,NJ,2000,3,23.890615778534031,32.571018302065482
1238,NJ,2000,4,69.71444206196368,147.55386864362512
1239,NJ,2000,5,53.455623543227112,78.924246096535086
1240,NJ,2000,6,55.224007036575003,28.542472482923927
1241,NJ,2000,7,71.612924806878596,91.737204682869617
1242,NJ,2000,8,101.91549951239509,45.425997121187436
1243,NJ,2000,9,89.651243954933818,42.163718890958819
1244,NJ,2000,10,126.11640300845851,21.035514567571298
1245,NJ,2000,11,37.317430315810618,76.547368170131463
1246,NJ,2000,12,70.91854575308416,45.039051722516611
1247,NJ,2000,13,130.25549098041003,35.676536249631503
1248,NJ,2010,1,100.66193645594096,57.652825534136376
1249,NJ,2010,2,177.56597691724718,275.87613481794773
1250,NJ,2010,3,129.94498006183724,169.48029433426626
1251,NJ,2010,4,128.9102517862504,252.07222469308584
1252,NJ,2010,5,88.51727577625239,101.37998440847446
1253,NJ,2010,6,247.48716767545704,144.26699915738857
1254,NJ,2010,7,159.89217092111539,223.51578080931853
1255,NJ,2010,8,308.09410507137255,74.857526468482149
1256,NJ,2010,9,215.14215729759809,84.327358429349715
1257,NJ,2010,10,203.86003297073884,27.628576805423691
1258,NJ,2010,11,182.93259180939393,282.05188452189441
1259,NJ,2010,12,155.57770736282717,79.054015277969341
1260,NM,1970,1,17.955967565128834,27.228635031576481
1261,NM,1970,2,19.999519252532505,10.955846573207698
1262,NM,1980,1,14.669897820026341,24.11459147102218
1263,NM,1980,2,27.213711012953976,51.689003859808565
1264,NM,1980,3,54.460912204859206,24.436548569844696
1265,NM,1990,1,19.376688944744675,30.152199024084318
1266,NM,1990,2,51.738777415230224,74.408862553139201
1267,NM,1990,3,53.342334136995468,28.612214664730633
1268,NM,2000,1,63.562953029024555,64.821776069008081
1269,NM,2000,2,35.07312690796018,42.99529692832936
1270,NM,2000,3,47.804730764817492,24.273002591235937
1271,NM,2010,1,160.00728282948558,102.45285597512914
1272,NM,2010,2,129.16429011467386,211.63353078362363
1273,NM,2010,3,338.41847374538372,204.26072428646174
1274,NY,1970,1,11.668940724119963,9.0036073217094028
1275,NY,1970,2,17.290561537366422,16.740275444017534
1276,NY,1970,3,43.330216703506686,44.322043359693268
1277,NY,1970,4,24.04641304482648,38.181947571755494
1278,NY,1970,5,35.8036082689623,50.369202943427965
1279,NY,1970,6,23.087789699123928,16.04170690067642
1280,NY,1970,7,84.039604496338029,23.062599639495495
1281,NY,1970,8,31.952493918284759,10.031866397569219
1282,NY,1970,9,82.942198225783258,62.51509846742109
1283,NY,1970,10,51.576383879305993,5.834280309245524
1284,NY,1970,11,33.786854038939701,10.124041369501155
1285,NY,1970,12,46.892836787420904,5.9845853725114617
1286,NY,1970,13,46.21980061720685,11.661918482400283
1287,NY,1970,14,42.883198093432739,9.0549446002817984
1288,NY,1970,15,27.651991299789032,17.66435078232545
1289,NY,1970,16,45.624048358654619,11.109427765611695
1290,NY,1970,17,13.196624019310203,8.0725678599043285
1291,NY,1970,18,7.010549134924557,3.9587695891582491
1292,NY,1970,19,51.576383879305993,5.834280309245524
1293,NY,1970,20,64.445485378426767,11.849790077577937
1294,NY,1970,21,57.169043647647904,7.513018555788002
1295,NY,1970,22,31.527251934974974,5.3728886456455571
1296,NY,1970,23,38.437583248176573,39.257180285917904
1297,NY,1970,24,67.365138552720779,52.078884986976306
1298,NY,1970,25,13.858940526863615,38.972845083990926
1299,NY,1970,26,12.263087387508977,22.926283962477971
1300,NY,1970,27,12.315551421850886,10.887841339403954
1301,NY,1970,28,75.419066797117196,18.230947551957176
1302,NY,1970,29,12.69253023712721,16.828760360643816
1303,NY,1970,30,28.016040696796246,43.512298343505293
1304,NY,1970,31,15.537285792794506,29.479079097674038
1305,NY,1970,32,17.583382807637566,16.330900857062378
1306,NY,1970,33,15.286972513826942,34.774181324171231
1307,NY,1970,34,22.090457595197304,59.546207148180166
1308,NY,1970,35,18.044543974629661,38.406532546123351
1309,NY,1970,36,12.708850720581387,7.3644834593536661
1310,NY,1970,37,43.511682336792262,11.750437031656677
1311,NY,1970,38,17.861413692374818,57.435327633449596
1312,NY,1970,39,8.5637561034125849,9.1272005867803525
1313,NY,1980,1,20.201384437844812,20.135304256978333
1314,NY,1980,2,67.18217236617825,41.564550070590428
1315,NY,1980,3,92.711800431556185,74.945444552843213
1316,NY,1980,4,41.419963326517546,86.44673512178565
1317,NY,1980,5,49.987835161621391,83.289160781334147
1318,NY,1980,6,53.015615212525411,16.419791236635099
1319,NY,1980,7,90.901803323882177,31.442080668699997
1320,NY,1980,8,90.935698052151935,45.838319854654628
1321,NY,1980,9,22.143303773025536,9.9874521843949307
1322,NY,1980,10,85.202344729925699,22.853644503848731
1323,NY,1980,11,73.848451220121319,8.6218388693086574
1324,NY,1980,12,60.364847951955404,4.8236899302195253
1325,NY,1980,13,31.552261877009105,9.0438612087790311
1326,NY,1980,14,29.785214990296573,54.259494718573194
1327,NY,1980,15,62.920788118630178,88.543576352532838
1328,NY,1980,16,63.070489609404099,4.723394993230932
1329,NY,1980,17,108.89396406608532,20.075000746021036
1330,NY,1980,18,43.781534454419415,2.9969378951961678
1331,NY,1980,19,126.52213899050957,55.358781844646309
1332,NY,1980,20,21.786498742213428,18.073363272727068
1333,NY,1980,21,37.825588891076414,123.0639476184445
1334,NY,1980,22,17.043222492110793,37.486781311580671
1335,NY,1980,23,31.228245597358818,12.780885694106386
1336,NY,1980,24,46.051428927928505,116.16764622519726
1337,NY,1980,25,17.85825072092155,38.492261580413448
1338,NY,1980,26,50.146732154849794,131.63185158811729
1339,NY,1980,27,43.097200458977241,56.619738981528734
1340,NY,1980,28,65.356263167320947,40.315440282860351
1341,NY,1980,29,44.855911842387528,116.91162435461537
1342,NY,1980,30,12.351482263231921,13.001704110828053
1343,NY,1980,31,11.272206244289009,19.692591854329748
1344,NY,1980,32,95.289011622881702,43.013792011297902
1345,NY,1980,33,73.727272780286825,15.360472777443164
1346,NY,1980,34,11.748537157053496,13.461439768822677
1347,NY,1990,1,38.757163404731713,48.496767540917475
1348,NY,1990,2,9.8976735400048295,15.007872507147335
1349,NY,1990,3,45.783984625200802,64.701475483987224
1350,NY,1990,4,31.675601963573843,28.599667369013428
1351,NY,1990,5,42.4584908848623,26.06535173595941
1352,NY,1990,6,115.65657994463878,25.064301319225148
1353,NY,1990,7,37.461564835727138,16.781452734260043
1354,NY,1990,8,118.85414778536226,21.783830434407477
1355,NY,1990,9,95.024736151917239,34.822272645109898
1356,NY,1990,10,60.732375256118885,4.7263971148496324
1357,NY,1990,11,74.533950426127134,6.7611999912236653
1358,NY,1990,12,57.945666955187676,9.7140404090693835
1359,NY,1990,13,31.776941790859361,60.843248455842918
1360,NY,1990,14,17.953752405362284,8.0805528429182747
1361,NY,1990,15,53.824401192300158,3.0585500637347924
1362,NY,1990,16,35.718388660688859,1.7503257244046433
1363,NY,1990,17,70.69723427916081,11.31601657109973
1364,NY,1990,18,57.231970393308828,34.736047435060755
1365,NY,1990,19,51.275397606170777,77.264127680901439
1366,NY,1990,20,33.905052698403445,59.332731977875632
1367,NY,1990,21,79.162761746271954,33.107075895761241
1368,NY,1990,22,24.774162446678353,45.624549567921214
1369,NY,1990,23,38.893679218144776,105.41245208172374
1370,NY,1990,24,31.612448523970592,99.991221065962804
1371,NY,1990,25,22.182243621171679,35.589293732735413
1372,NY,1990,26,39.704718651366626,29.260566889365101
1373,NY,1990,27,21.83346238216334,40.390174724421406
1374,NY,1990,28,54.113910069146748,34.281692030065777
1375,NY,1990,29,112.67613970181293,78.668530867061833
1376,NY,1990,30,22.685269672330957,36.931808766358962
1377,NY,1990,31,46.464128171819894,136.61791451534256
1378,NY,2000,1,60.764710875402109,48.604066027948384
1379,NY,2000,2,55.371673309895243,31.181478502445952
1380,NY,2000,3,22.496916277891259,42.67497529669869
1381,NY,2000,4,65.525531650813747,42.948080771430838
1382,NY,2000,5,98.970307434117075,43.436888761168404
1383,NY,2000,6,118.92987491765719,16.52797664727148
1384,NY,2000,7,64.32608459281542,15.210210704729469
1385,NY,2000,8,79.292770904394303,19.051353149517013
1386,NY,2000,9,94.433338288924332,48.110648102680152
1387,NY,2000,10,70.261438557699563,5.0120746640597167
1388,NY,2000,11,67.567526080064425,6.666450157338506
1389,NY,2000,12,98.047775275925588,12.617163267292014
1390,NY,2000,13,10.57169667392454,12.80816913427741
1391,NY,2000,14,83.822805930003568,21.312170558178117
1392,NY,2000,15,63.389059731717929,6.1413613109644469
1393,NY,2000,16,46.783981606221587,2.4714260027043191
1394,NY,2000,17,49.805243050116793,16.662526421779173
1395,NY,2000,18,104.52882382957731,49.627164143142373
1396,NY,2000,19,10.03347277480364,13.026960275765566
1397,NY,2000,20,7.7594613760260929,9.9665709737274408
1398,NY,2000,21,34.665563288456319,15.244173035421271
1399,NY,2000,22,51.608287063978302,30.050492950748474
1400,NY,2000,23,20.585972186954464,34.053299640144445
1401,NY,2000,24,36.809268807101461,40.408447318141839
1402,NY,2000,25,14.184945368933635,16.72561222761804
1403,NY,2000,26,10.66706576295355,18.228843617453141
1404,NY,2000,27,5.1715450552360744,3.5620313520480607
1405,NY,2000,28,44.766886022161493,18.627064809126217
1406,NY,2000,29,12.564890218922407,17.346149993584415
1407,NY,2010,1,69.286311285015614,80.134377337992305
1408,NY,2010,2,54.246206797971979,94.438538432608453
1409,NY,2010,3,196.69756479515488,159.14352910247797
1410,NY,2010,4,72.748776593215226,49.81516114273041
1411,NY,2010,5,169.86054890621932,21.981866188685977
1412,NY,2010,6,251.87256864510047,103.5497435106967
1413,NY,2010,7,184.89355291058553,18.727002797261907
1414,NY,2010,8,177.63127071432149,17.035475785609432
1415,NY,2010,9,219.67705287811711,28.517501817153789
1416,NY,2010,10,272.5227567500711,70.64085660299699
1417,NY,2010,11,77.291752986285516,103.74930649371234
1418,NY,2010,12,237.78574457224926,54.918362018985363
1419,NY,2010,13,143.17850025036782,10.546025524520307
1420,NY,2010,14,257.2581677943034,49.88284304194655
1421,NY,2010,15,71.532602174871499,2.3633833786882867
1422,NY,2010,16,333.95164127552653,100.30898392864593
1423,NY,2010,17,128.73204445613078,82.095872017933672
1424,NY,2010,18,207.3495467128981,185.07945728598807
1425,NY,2010,19,53.99539997243226,72.133934198506964
1426,NY,2010,20,146.4257326603576,75.87887645540367
1427,NY,2010,21,23.33265781846972,34.692979772793464
1428,NY,2010,22,110.17293976158835,145.85834589004133
1429,NY,2010,23,79.667908717232365,105.89111648992917
1430,NY,2010,24,42.523255463689431,53.536808969778626
1431,NY,2010,25,140.12077144729534,116.47102005928713
1432,NY,2010,26,152.67417943567764,57.892850182972794
1433,NY,2010,27,17.762481660284767,30.264623454909298
1434,NC,1970,1,53.599368636411945,17.119811603924525
1435,NC,1970,2,68.598269072126698,23.40544954606451
1436,NC,1970,3,89.981664593949361,39.895030737025266
1437,NC,1970,4,40.089494649385941,29.979048919999425
1438,NC,1970,5,23.351570002118365,23.929894294864717
1439,NC,1970,6,30.914433619903352,21.101643374107201
1440,NC,1970,7,31.951972765964204,13.48398638217517
1441,NC,1970,8,18.944571186104465,14.74329991851727
1442,NC,1970,9,27.622480622069933,39.872194686786841
1443,NC,1970,10,17.678792659935766,31.723020860931655
1444,NC,1970,11,28.317298173700255,22.822326971869277
1445,NC,1980,1,38.295488239281632,16.615519338407477
1446,NC,1980,2,65.769326096426752,27.87200674057679
1447,NC,1980,3,122.88490405910277,72.474726728571099
1448,NC,1980,4,76.313725075985673,63.408007140562859
1449,NC,1980,5,70.015428537572078,56.280474918897426
1450,NC,1980,6,20.331744286469082,24.975958620545207
1451,NC,1980,7,69.676832597182212,36.541053049240048
1452,NC,1980,8,86.204713005763736,71.703756264275839
1453,NC,1980,9,29.233228212125091,39.383716247464513
1454,NC,1980,10,28.549602555211671,49.730503542880044
1455,NC,1980,11,127.99470959743745,128.20062176257861
1456,NC,1990,1,108.05799671441814,58.164154370395217
1457,NC,1990,2,46.99921781752321,40.38903353996519
1458,NC,1990,3,21.922125550545708,29.031989876591169
1459,NC,1990,4,45.496107538420439,32.547772160149556
1460,NC,1990,5,21.481238782473913,30.610675176092929
1461,NC,1990,6,56.737470788689301,149.86439965152553
1462,NC,1990,7,35.336478576548053,24.751636274296143
1463,NC,1990,8,40.748932095360416,36.869534124252127
1464,NC,1990,9,56.253873692897074,115.23555923457202
1465,NC,1990,10,53.812706949792258,121.75656906808918
1466,NC,1990,11,90.837468923092459,123.36243208096282
1467,NC,1990,12,47.026778889138924,23.42579500928845
1468,NC,2000,1,89.856888819969669,49.038471063135461
1469,NC,2000,2,36.358437886069936,21.750992850347941
1470,NC,2000,3,51.871648071366735,119.00185584907256
1471,NC,2000,4,110.83464611436459,66.532346180615107
1472,NC,2000,5,34.285398857146696,56.142540648609142
1473,NC,2000,6,44.358754778736852,111.09408411410206
1474,NC,2000,7,31.580642129692244,14.75809711596613
1475,NC,2000,8,55.534280493233886,55.554980395740266
1476,NC,2000,9,41.701190468279556,91.030948672791311
1477,NC,2000,10,38.332046894171043,65.673208542784835
1478,NC,2000,11,29.321878061019635,27.034857704506596
1479,NC,2000,12,132.71582970264262,64.104681904769976
1480,NC,2000,13,73.190624479547182,48.678708174295579
1481,NC,2010,1,180.16281657604972,65.049424388110367
1482,NC,2010,2,228.52586277690628,311.19380446159926
1483,NC,2010,3,116.29303840283205,226.15452287978749
1484,NC,2010,4,156.47164400073348,59.411209497428196
1485,NC,2010,5,186.43173977757024,268.1556581358642
1486,NC,2010,6,211.18935701088392,311.66909623299068
1487,NC,2010,7,51.248411298005244,69.190065646652798
1488,NC,2010,8,64.059200168334357,92.936750701607252
1489,NC,2010,9,169.10623722258165,211.96981962415194
1490,NC,2010,10,122.03635539196156,185.99437898903281
1491,NC,2010,11,103.09126240679548,164.47418929068209
1492,NC,2010,12,72.276585722901444,25.392189614355939
1493,NC,2010,13,251.33319735935677,329.5959492811516
1494,ND,1970,1,9.6637738796558601,14.902135632528264
1495,ND,1980,1,58.534609813852015,21.895129975750617
1496,ND,1990,1,119.30342666497597,93.084824944564758
1497,ND,2000,1,30.228789410282747,22.859636700372423
1498,ND,2010,1,21.628898624771658,37.526506657305553
1499,OH,1970,1,11.622184468296119,22.338380818357038
1500,OH,1970,2,23.630016494189313,24.332108147836646
1501,OH,1970,3,5.6392694483751082,8.2240217302651928
1502,OH,1970,4,25.760878007207253,52.361656087270902
1503,OH,1970,5,26.299022403461901,53.74165784355224
1504,OH,1970,6,28.325133792772391,46.822715458467918
1505,OH,1970,7,25.154363394691124,57.941626646800792
1506,OH,1970,8,9.1192454701091865,16.61472673186384
1507,OH,1970,9,15.366498778387593,11.476038971632372
1508,OH,1970,10,29.312131291097973,75.845872329378054
1509,OH,1970,11,24.097630376288329,52.438057624308072
1510,OH,1970,12,47.676477047073767,52.393938694485605
1511,OH,1970,13,7.7884027475626283,6.5434645481680089
1512,OH,1970,14,53.851140835165225,20.439133311758425
1513,OH,1970,15,26.296431441829007,55.050609287402537
1514,OH,1970,16,10.068701596020398,23.020153651174201
1515,OH,1970,17,16.71748284858819,27.170983781645081
1516,OH,1970,18,38.175540082307812,17.422569771572167
1517,OH,1970,19,13.184235282614214,10.431157747957936
1518,OH,1970,20,60.974859162605973,8.8801097150999855
1519,OH,1970,21,51.168852610368958,8.0439567390374744
1520,OH,1970,22,25.371816251671603,10.768962797830369
1521,OH,1970,23,15.656374620342964,9.3827924011157879
1522,OH,1980,1,61.697731488819514,43.299454382224397
1523,OH,1980,2,41.864942633323615,89.596565677937519
1524,OH,1980,3,136.82774963388022,44.573892168537519
1525,OH,1980,4,11.878837349537687,29.564444467382689
1526,OH,1980,5,25.094952633270346,43.389168335387268
1527,OH,1980,6,20.005680724957649,46.8362273153842
1528,OH,1980,7,13.455014159727357,28.706507034113805
1529,OH,1980,8,14.643983892484979,34.770270442902365
1530,OH,1980,9,16.373546504273975,6.8833682338284463
1531,OH,1980,10,31.221658620211464,67.350966964391219
1532,OH,1980,11,60.520976992096244,30.995036800764787
1533,OH,1980,12,9.233027776639954,20.65511607305228
1534,OH,1980,13,79.177226998912715,42.487976369428175
1535,OH,1980,14,26.992399610428976,13.91689425916578
1536,OH,1980,15,22.41718904923135,46.86633244453467
1537,OH,1980,16,13.291451929631728,31.623061872949073
1538,OH,1980,17,10.462986923678651,5.585546035828008
1539,OH,1980,18,140.99897899775476,45.379056904781066
1540,OH,1980,19,44.670765520401169,28.07679991311381
1541,OH,1980,20,44.45611330622323,9.5814323316878163
1542,OH,1980,21,83.580809251632829,16.354444798242994
1543,OH,1990,1,66.972337755965171,75.664768365766221
1544,OH,1990,2,34.606581082966251,104.3787293500385
1545,OH,1990,3,78.605337397597836,45.342762170145242
1546,OH,1990,4,50.703902548635178,97.617683388207297
1547,OH,1990,5,36.511081386632405,82.663770722587401
1548,OH,1990,6,69.789966985029892,60.9346594155707
1549,OH,1990,7,62.648612208756141,159.22556722415015
1550,OH,1990,8,56.644467755482005,150.89180098440181
1551,OH,1990,9,117.07594916381009,33.125093093394703
1552,OH,1990,10,9.4487164871796914,7.337492251595215
1553,OH,1990,11,51.748276684658897,10.782226971720112
1554,OH,1990,12,26.00369883383507,48.537219760488163
1555,OH,1990,13,56.076582860852362,36.38961876318276
1556,OH,1990,14,40.175547713714799,25.34070248672878
1557,OH,1990,15,17.717431124493135,36.276330204327962
1558,OH,1990,16,28.275342034657683,63.471762720778244
1559,OH,1990,17,41.811828220480258,14.07197888429193
1560,OH,1990,18,11.090322595027715,12.381792602330339
1561,OH,1990,19,15.63146480744798,22.473398835689697
1562,OH,2000,1,32.063012989271648,39.908163902520506
1563,OH,2000,2,12.647647037064374,21.269108066001152
1564,OH,2000,3,53.879482201603828,88.680781003574083
1565,OH,2000,4,26.164324737593951,48.835812819516427
1566,OH,2000,5,26.41653841526686,51.643588300560559
1567,OH,2000,6,41.524276463747739,29.177723187096849
1568,OH,2000,7,36.924546541334315,66.187904162251186
1569,OH,2000,8,59.951427048137724,127.33327571465017
1570,OH,2000,9,47.099294972892721,20.287017630447096
1571,OH,2000,10,33.991468435444858,19.078401902954894
1572,OH,2000,11,83.922251986078123,18.303373247266435
1573,OH,2000,12,67.105343158691639,98.805012250560537
1574,OH,2000,13,62.173205521526803,35.566549676471091
1575,OH,2000,14,34.182507782848603,61.803860965818536
1576,OH,2000,15,29.319881980309269,38.291938375292858
1577,OH,2000,16,16.368546423016927,23.397154089997954
